article,rev_id
Gazmend Pula,1220586705
Goran Rakić,1250189215
Nenad Rašić,1245428679
Selim Selimi,1246309464
Igor Simić,1222149894
Rexhai Surroi,1233858294
Rada Trajković,1177424397
Cvetko Veljković,1133928574
Abdulghaphor Hajjieh,1177241162
Ahmad Abdulwahab Al-Awadhi,1229181962
Ahmad Nasser Al-Mohammad Al-Sabah,1245794305
Mubarak Abdullah Al-Ahmad Al-Sabah,1223966401
Abdul Wahab Al-Nafisi,1228860900
Alaa Hussein Ali,1236785010
Ali Hussain Al-Awadhi,1226320762
Saad Bin Tefla,1248516489
Haitham al-Ghais,1242150119
Ali Mohammed Thunayan Al-Ghanim,1228803753
Hamad Al-Midlij,1245823231
Ibrahim Al-Mudhaf,1160127010
Abdullah Al-Nibari,1096143240
Obaid Al-Wasmi,1226748080
Salem Al-Ali Al-Sabah,1241175409
Thamer Ali Sabah Al-Salem Al-Sabah,1210778715
Mubarak Al-Zwair,1223430952
Arstanbek Abdyldayev,1220308001
Akbaraly Aitikeev,1015639087
Bermet Akayeva,1158549938
Maxim Bakiyev,1223543314
Janish Bakiyev,1231600218
Uran Botobekov,1233612438
Bayaman Erkinbayev,1249803041
Kanybek Isakov,1180502535
Kadyrbek Atambaev,1248418462
Raimbek Matraimov,1200629815
Nurlan Motuev,1161320437
Jengishbek Nazaraliev,1175936809
Kanat Sadykov,1183177586
Medet Sadyrkulov,1078135902
Dastan Sarygulov,1238331800
Zhusupbek Sharipov,1185969301
Sadyk Sher-Niyaz,1246169984
Maryam Tugambayeva,1081667127
Kham Ouane Boupha,1213804936
Sisouk na Champassak,1220770872
Faydang Lobliayao,1239732930
Salath Rasasack,1247069795
Khamphoui Sisavatdy,1240657890
Baiba Braže,1247013022
Andris Morozovs,1216161089
Ansis Pūpols,1234717471
Andris Sprūds,1232107208
Kārlis Strēlis,1215830999
Andris Šuvajevs,1226298857
Aiva Vīksna,1247371597
Massoud Achkar,1178454897
Shakib Arslan,1250176770
Hanna Atik,1234053602
Emile Bustani,1243345393
Mikhael Daher,1176998437
Faisal Daoud,1206210906
Sarkis Dkhrouni,1177977114
Michel Elefteriades,1240220123
Elias Hankash,1249301125
Inaya Ezzeddine,1146424286
Fakhr Fakhr,1145193194
Tony Frangieh Jr.,1249040830
Nabil de Freige,1144582226
Nicolas Ghosn,1239828763
Mohammad Al Hajj Hassan,1248448932
Wassef El Harakeh,1218132887
Ziad Hawat,1236388246
Saadallah Howayek,1178977346
Violette Khairallah Safadi,1187096297
Albert Kostanian,1184196053
Ibrahim Kulaylat,1157443233
Cesar Maalouf,1204724753
Fadi Makki,1208651297
Chibli Mallat,1238777882
Chadi Massaad,1208546106
Bassam Mawlawi,1225744507
Kayssar Moawad,972676618
Mounir El Hajj,1249040636
Muhammad Jamil Bayham,1230360128
Naoum Labaki,1189592060
Chafic Nassif,1249040415
Mohamad Osseiran,1248448958
Vahan Papazian,1162302149
Philippe El Khazen,1159952192
Pierre Bou Assi,1248727867
Renewal Bloc,1194299690
Edmond Rizk,1249040425
Fady Saad,1212762124
Osama Saad,1184368317
Waddah Sadek,1206306677
Alice Shabtini,1059832647
Abu Youssef Sharqieh,1151531086
Joseph Skaff,1241392541
Myriam Skaff,1234087608
Maurice Sleem,1242646324
Mounira Solh,1216097644
Fares Souaid,1246818700
Strong Lebanon,1250019120
Imad Wakim,1212761423
Amal Abou Zeid,1174117279
Camille Ziade,1158582098
Tsepo Mzonethi,1240673245
Maphoka Motoboli,1135268318
Keketso Rantso,1149446685
Tlohang Sekhamane,1212087531
Lebohang Thotanyane,1248236469
Thomas Nimene Botoe,1210293916
Laurence Konmla Bropleh,1234021203
Ellen Corkrum,1159392843
Alexander B. Cummings Jr.,1249700275
Bernice Dahn,1065553283
Kai G. Farley,1211141929
Josiah Johnson,1221925167
Wesley Momo Johnson,1233531197
Boima Kamara,1236123189
Janga Augustus Kowo,1218745633
J. Edwin Lloyd,1234365993
Momulu Massaquoi,1246152230
Nathaniel Varney Massaquoi,1102401865
Edward B. McClain Jr.,1185672852
Eugene Lenn Nagbe,1240163802
John Brown Russwurm,1225468806
Clarence Lorenzo Simpson Jr.,1181575494
Ellen Johnson Sirleaf,1244504845
Jeremiah Sulunteh,1249835446
Alaric Tokpa,1183708441
E. Reginald Townsend,1247535227
William Tubman,1249700084
Samuel Tweah,1238850652
Blahsue Vonleh,1158703245
Tom Woewiyu,1218952304
Ahmed Rafiq Almhadoui,1236481840
Mohamed Abulasʽad El-ʽAlem,978820765
Abd-Rabbo al-Barassi,1245381256
Fathi Bashagha,1245556589
Mohamed Ben Ghalbon,1243025312
Ahmad Bishti,1243766987
Abdul Hamid Dbeibeh,1248662391
Ehtuish Ehtuish,1188088601
Mohamed Eshtewi,1220293334
Ahmed Gaddaf al-Dam,1241321839
Hisham Ben Ghalbon,1246847069
Khalifa Haftar,1250643095
El Waer Hakim,1179350295
Ibrahim Jadhran,1133325184
Al-Aref al-Khoga,1115564594
Musa Al-Koni,1248662396
Abdullah al-Lafi,1183544804
Mohamed al-Menfi,1249120511
Abd al-Mawla Naqi,1193082133
Abdullah Naker,1245381314
Aref Ali Nayed,1224040655
Nuri al-Mismari,1240035909
Abdel Wahab Qaid,1243356338
Tayeb El-Safi,1224040700
Ali Sahli,1198759606
Bashir Saadawi,1154763590
Fayez al-Sarraj,1239666220
Mohammed El Senussi,1244143550
Abdulrahman Sewehli,1041934642
Ashour Suleiman Shuwail,1213474159
Mohamed Taha Siala,1040410236
Adomas Ąžuolas Audickas,1156077882
Edminas Bagdonas,1226678626
Zbignev Balcevič,1226768374
Vilius Baldišis,1055138352
Vladimiras Beriozovas,1081645523
Kazys Boruta,1242384798
Dalius Čekuolis,1193772674
Virgilijus Čepaitis,1209842510
Jan Ciechanowicz,1236187352
Audra Dagelytė,1215612767
Andrius Domaševičius,1241566807
Juozas Gabrys,1141136497
Balys Gajauskas,1226927031
Eimantas Grakauskas,1236510350
Gintautas Iešmantas,1211782507
Stanislovas Gediminas Ilgūnas,1055139813
Martynas Jankus,1214790448
Albinas Januška,1215107657
Antanas Karoblis,1167910942
Juozas Karvelis,1167910298
Vytautas Kolesnikovas,1098843848
Szymon Konarski,1244720947
Jonas Kondrotas,1186801268
Petras Kubiliūnas,1226919771
Česlovas Kudaba,1133166000
Algirdas Kumža,1140402964
Bronius Kuzmickas,1184258161
Jonas Liaučius,1020554126
Zita Loseva,1230831647
Stasys Lozoraitis Jr.,1250554072
Jonas Mačys,1190766203
Vytautas Matulevičius,1177313320
Deividas Matulionis,1246139601
Darius Mažintas,978234421
Visvaldas Mažonas,1144050792
Donatas Morkūnas,1133165466
Grzegorz Antoni Ogiński,1180638831
Vytautas Paliūnas,1184356885
Rolandas Paulauskas,1020295832
Petras Poškus,1125829611
Adomas Prūsas,1247770485
Antanas Purėnas,1245635356
Liudvikas Narcizas Rasimavičius,1193909976
Liudvikas Saulius Razma,1108537637
Valerijonas Šadreika,1016659563
Kazimieras Saja,1226681009
Józef Sapieha,1120682607
Gediminas Šerkšnys,1240300356
Liudvikas Simutis,1020199058
Kęstutis Smirnovas,1220189222
Jonas Tamulis,1240396888
Dalia Teišerskytė,1187388657
Rimvydas Valatka,1235510534
Iosif Vareikis,1217666626
Eduardas Vilkas,1051384630
Povilas Višinskis,1234786486
Alfonsas Žalys,1168682744
Xavier Brasseur,1173229365
Jean-Pierre Büchler,1249703905
Corinne Cahen,1249938719
Sven Clement,1224625713
Lex Delles,1242402305
Martine Deprez,1242651510
Carole Dieschbourg,1249939234
Paul Elvinger,1228734072
Frank Engel (politician),1179540263
Jean Ersfeld,1212177429
Johannes Olav Fallize,1217163934
Christos Floros,1246933180
Marc Hansen (politician),1185355523
Martine Hansen,1249941459
Aloyse Hentgen,1250507433
Dan Kersch,1224034799
Fred Keup,1242205540
Guillaume Konsbruck,1231473517
Damian Kratzenberg,1214300979
Pierre Krier,1216624071
Andy Maar,1184770331
Maggy Nagel,1158512735
Roy Reding,1246066908
Émile Schaus,1223398703
Meris Šehović,1183087341
Jup Weber,1248675764
Serge Wilmes,1230914260
Afrim Gashi,1249210667
Vangel Ajanovski-Oče,1195408159
Ljupčo Andonovski,1249711549
Slobodan Bogoevski,1249711261
Bojan Bojanovski,1249711386
Panko Brashnarov,1240046381
Slobodan Čašule,1243517976
Risto Gjorgjiev,1173912802
Vasil Ivanovski,1213630795
Stevčo Jakimovski,1223081209
Adnan Jashari,1191752848
Minčo Jordanov,1244123853
Perko Kolevski,1173912835
Dimitar Kovačevski,1250555445
Hristijan Mickoski,1250609662
Sašo Mijalkov,1243518031
Goran Mitevski,1249711420
Stanko Mladenovski,1173912535
Ferdinand Odžakov,1173912888
Xhezair Shaqiri,1249592857
Vančo Šontevski,1173912923
Nikola Spasovski,1249711457
Ivan Stoilković,1245798125
Dobri Veličkovski,1249711336
Zoran Veruševski,1243517990
Mile Zečević,1249711505
Augustin Andriamananoro,1245248841
Andriamihaja,1221933011
Gilbert Annette,1229216653
Azaly Ben Marofo,1240888321
Laurent Botokeky,1249969257
Monja Jaona,1214613613
Ralijaona Laingo,1177650498
Rindra Rabarinirinarison,1241911288
Jacques Rabemananjara,1250349602
Césaire Rabenoro,1190559033
Bruno Rajaonson,1173719996
Patrick Rajoelina,1207299094
Jean Ralaimongo,1244109507
Pierre Ramampy,1177650675
Ramaniraka,1234289442
Hyppolite Ramaroson,1242618337
Nadine Ramaroson,1209645610
Jonah Ranaivo,1186387487
Mamy Ranaivoniarivo,1241434004
Michel Randria,1177650685
Marcel Ranjeva,1190559062
Roseline Emma Rasolovoahangy,1244364217
Albert Rakoto Ratsimamanga,1245491505
Ratsitatanina,1227027420
Lalao Ravalomanana,1241320384
Herilanto Raveloharison,1238495492
Mahasumpo Raveloson,1185914772
Benja Razafimahaleo,1072140578
Honoré N. Razafindramiandra,1192734361
André Resampa,1191255852
Christian Rémi Richard,1190559088
Jean Louis Robinson,1182009941
Albert Sylla,1242564754
Calvin Tsiebo,1191261046
Norbert Zafimahova,1245504666
Richard Chimwendo Banda,1250002793
Simplex Chithyola Banda,1228356805
Chakakala Chaziya,1248616152
Hope Chisanu,1240529226
Boniface Kalindo,1206836023
Samuel Kawale,1201222030
Steve Mikaya,1181752332
Attati Mpakati,1244085456
Albert Muwalo,1229063155
Titus Mvalo,1228929938
Cornelius Mwalwanda,1165970443
Kingsely Namakhwa,1064384238
Mary Shawa,1212663981
James John Skinner,1247967982
John Tembo,1227763229
Michael Usi,1248341582
Abdullah CD,1244848097
Abu Samah Mohd Kassim,1247356705
Ahmad Kamil Jaafar,1243383117
Ahmad Zaidi Adruce,1240901693
Ajis Sitin,1242147160
Akmar Hisham,1241217403
Arifin Asgali,1246013371
Assaffal P. Alian,1217649866
Ationg Tituh,1249350341
Azam Kamaralzaman,1250251847
Azli Yusof,1247236590
Azmi Alang,1232728388
R. G. Balan,1181678224
Abdul Aziz bin Husain,1248516426
Bukhori Ghazali,1244373350
Chen Tien,1242594720
Chin Peng,1249683366
Chong Ted Tsiung,1219857937
Danyal Balagopal Abdullah,1210596392
Lily Eberwein,1250318582
Ellron Alfred Angin,1247695585
Eu Chooi Yip,1222002149
Fong Chong Pik,1181679522
Heah Joo Seang,1248625537
Hii King Chiong,1246848736
Hishamuddin Rais,1184798433
Ishak Haji Muhammad,1250335304
Jennifer Lasimbang,1248703003
Joachim Gunsalam,1249455076
Kamarulzaman Teh,1136811500
Khairin Nisa,1221940896
Kontik Kamariah Ahmad,1135839519
Devaki Krishnan,1205996149
Lau Pak Khuan,1128509902
Lau Yew,1208100175
Azlan Mohd Lazim,968561996
Philip Lee Tau Sang,1206566211
Liou Chen Kuang,1217527148
Mamad Puteh,1240270368
N.K. Menon,1243495927
Mohamad Fazli Mohamad Salleh,1218180353
Mohd Sobri Saleh,1228248124
John Victor Morais,1095635753
Muhammad Fauzi Yusoff,1243441383
Nor Hafizah Othman,1227719407
K. Pathmanaban,1158304288
Rashid Maidin,1181678243
Rasinin Kautis,1243633848
Roslan Saidin,1236575083
Ruslan Muharam,1246980841
Abang Muhammad Salahuddin,1249027291
Samsudin Osman,1228848919
Sarifuddin Hata,1219055795
Sedomon Gunsanad Kina,1237804107
Shamsiah Fakeh,1231284014
Sukarti Wakiman,1215810575
Sulaiman Bulon,1241620183
Tan Keng Liang,1189171478
Nathaniel Tan,1117048590
Lai Teck,1249684074
R.S. Thanenthiran,1243496357
Uda Sulai,1249150239
Wan Rosdy Wan Ismail,1249735006
Wilson Ugak Kumbong,1243969275
Eli Wong,1158395655
Ibrahim Yaacob,1237215339
Ismail Yaacob,1242682560
Zainal Abidin Ahmad (writer),1210890988
Abdul Raheem Abdulla,1248364678
Eva Abdulla,1246172924
Ahmed Adeeb,1249868446
Ilham Ahmed,1106063792
Mohamed Asim,1242820563
Adam Azim (politician),1250658582
Ahmed Faris Maumoon,1249772760
Hassan Latheef,1245816323
Adam Naseer Ibrahim,1226315175
Abdulla Jihad,1244494984
Abdul Majeed Mahir,1249604493
Ahmed Mahloof,1247508110
Reeko Moosa Manik,1227781579
Abdulla Maseeh Mohamed,1250562656
Yumna Maumoon,1248445820
Mohamed Ashmalee,1235587846
Sharif Mohamed,1244941090
Mohamed Muizzu,1249376012
Family of Mohamed Muizzu,1247284084
Ahmed Nareesh,1229648052
Faisal Naseem,1240444041
Nazra Naseem,1231286080
Abdulla Shahid,1244783683
Shidhatha Shareef,1185086630
Shifa Mohamed,1238331180
Aishath Shiham,1239447378
Jameel Usman,1229519780
Mohammed Waheed Deen,1241974843
Umar Zahir (politician),1240955887
Muad Mohamed Zaki,1225542574
Moosa Zameer,1249583931
Zahiya Zareer,1244341294
Aishath Nahula,1244989200
Alwata Ichata Sahi,1204711866
Amadou Thiam,1244380205
Sangaré Niamoto Ba,1226329641
Boubacar Alpha Bah,1229918902
Siby Ginette Bellegarde,1053500952
Cheick Bougadary Traoré,1233509228
Dramane Dembélé,1106209182
Hamadoun Dicko,1186363595
Mamadou Djigué,1230163595
Amadou Doucoure,1185422077
Ly Taher Dravé,1226300358
Mahamane Haidara,1177650454
Jamille Bittar,1062893055
Modibo Keïta,1235076006
Mamadou Konaté,1247055409
Balla Koné,1220065013
Garan Fabou Kouyate,1245878638
Mamadou M'Bodje,1177650569
Mohamed Ag Intalla,1223857980
Zeïni Moulaye,1245389557
N'Diaye Ramatoulaye Diallo,1125486904
Yeah Samake,1237748854
Foutanga Babani Sissoko,1231005252
Ousmane Sy,1053500811
Tiéman Coulibaly,1224357702
Amadou Toumani Touré,1247505172
Demba Traoré (politician),1053499445
Salimata Traoré,1219803147
Ismaël Wagué,1246469926
Daniel Attard,1242368271
Atlan Anien,1142606347
Ataji Balos,1136352456
Tony deBrum,1234549166
Thomas Heine,1248898497
Wilbur Heine,1248898473
Alvin Jacklick,1190558199
Michael Konelios,1248537667
Tadashi Lometo,1215918232
Dennis Momotaro,1213069064
Rien Morris,1248538511
David Paul (politician),1213791591
Witten Philippo,1225039920
Hiroshi V. Yamamura,1184975727
Kane Hamidou Baba,1231791635
Horma Ould Babana,1196550452
Selama Mint Cheikhne Ould Lemrabott,1192502795
Mohamed Lemine Ch'bih Ould Cheikh Melainine,1227352105
Vatimetou Mint Khatry,1225809738
Messaoud Ould Boulkheir,1245226335
Patrick Assirvaden,1150521615
Anil Bachoo,1226333114
Antoine Bestel,1231466715
Rishon Bhadain,1242187993
Cassam Ajum Piperdy,1217999545
Eddy J. Changkye,1188052498
Joseph-François Charpentier de Cossigny,1230494168
Antoine Toussaint de Chazal,1235560456
Chief Commissioner of Rodrigues,1240586443
Ivan Collendavelloo,1224035151
Louis Joseph Coralie,1058307177
Adrien d'Épinay,1193460688
Sangeet Fowdar,1184652318
Jagdish Koonjul,1250186715
Pierre Leung Shing,1172388810
Pritam Singh Mattan,1249627759
Cehl Meeah,1185223022
Moilin Jean Ah-Chuen,1225850513
Jean-Claude Pierre-Louis,1240586431
Charles Thomi Pitot,1166086181
Prega Ramsamy,1159629985
Johnson Roussety,1240586450
Showkutally Soodhun,1230259825
Subhasnee,1154754342
Erhart Aten,1218218803
Gideon Doone,1227035650
John Ehsa,1216588152
Jack Fritz (politician),1188817966
Tony Ganngiyan,1153029460
Gerson Jackson,1239995409
Lyndon Jackson,1231681393
John Mangefel,1242010533
Esmond Moses,1188817746
Masao Nakayama,1231670592
Wesley Simina,1247242628
Ansito Walter,1231680092
Robert Weilbacher,1185904613
Strik Yoma,1239995431
Adrian Albu,1201441837
Alexandr Petkov,1232238202
Arcadie Capcelea,1232238412
Oleg Balan,1240225655
Galina Balmoș,1232398089
Mihail Barbulat,1232398121
Valentin Beniuc,1232398481
Vlad Bilețchi,1200644828
Vasile Bîtca,1203790429
Valeriu Bulgari,1203782667
Larisa Catrinici,1232400756
Ion Ceban,1250593639
Vladimir Cebotari,1242626807
Mihail Cibotaru,1232590199
Ion Constantin Ciobanu,1236291646
Romulus Cioflec,1217161284
Petru Comendant,1226754329
Artur Cozma,1203784912
Pavel Creangă,1230089280
Cristina Gherasimov,1232591535
Andrei Cucu,1240176226
Vladimir Darie,1164754853
Veaceslav Dobîndă,1166993886
Mihail Druță,1232591884
Alexandru Esaulenco,1166993985
Eugeniu Nichiforciuc,1232591966
Gheorghe Ichim,1232592316
Gheorghe Lungu (politician),1232592378
Eugen Gladun,1226755339
Iuliana Gorea-Costin,1246688078
Vitalie Gorincioi,1232592554
Vasile Grădinaru,1242620401
Eduard Grama,1203781908
Anatol Grimalschi,1171481822
Vladimir Gurițenco,1167148536
Vasile Iovv,1232593134
Andrei Ivanțoc,1194205679
Gheorghe Malarciuc,1200667979
Mihail Manoli,1232772683
Radu Marian (politician),1232109911
Constantin Mihăilescu,1189661987
Constantin Mimi,1154939115
Timofei Moșneaga,1243922515
Alexandr Nesterovschi,1232773245
Dumitru Nidelcu,1232773295
"Aleksandr Nikitin (politician, born 1987)",1246754862
Grigore Novac,1221538963
Ion Păduraru,1232773604
Vasile Parasca,1232773668
Iacob Popovici,1170486794
Maria Postoico,1239626851
Dumitru Pulbere,1170743473
Larisa Șavga,1232778139
Sergiu Palihovici,1232778308
Mihai Severovan,1232778342
Eugeniu Șlopac,1205562439
Eduard Smirnov,1232778549
Nichita Smochină,1250144999
Andrei Spînu,1223026665
Sergiu Stati,1232778665
Leonid Talmaci,1232777359
Valentina Țapiș,1232777509
Dmitri Todoroglo,1242167834
Valeriu Troenco,1232777781
Victor Țvircun,1232776378
Victor Țopa,1247836480
Boris Volosatîi,1217912056
Vitalie Vrabie,1232776874
Jean-Charles Allavena,1222705482
Laurent Anselmi,1228785159
Camille Blanc,1247535187
Robert Calcagno,1135814202
Jean Castellini,1249358704
Paul Demange (politician),1229443213
Catherine Fautrier,1219297450
Paul Masseron,1222114102
Thierry Poyet,960140393
Gilles Tonelli,1183193100
Chilkhaajavyn Avday,1051560376
Dendeviin Terbishdagva,1243521548
Tsakhiagiin Elbegdorj,1247488873
Luvsannyamyn Gantömör,1247359859
Diluwa Khutugtu Jamsrangjab,1246273574
Bayantömöriin Khaisan,1239033698
Mijiddorjiin Khanddorj,1221669826
Tsendiin Mönkh-Orgil,1243514846
Luvsannamsrain Oyun-Erdene,1249970172
Dritan Abazović,1249023085
Božidar Bojović,1245226687
Jevrem Brković,1224150168
Predrag Bulatović,1158653391
Miodrag Davidović,1211829162
Vladimir Dobričanin,1245226697
Dobrilo Dedeić,696310078
Sekula Drljević,1245746700
Fatmir Gjeka,1245226714
Milutin Jelić,1220446053
Batrić Jovanović,1152984878
Jovan Kavarić,1245226560
Zdravko Krivokapić,1244571902
Vujica Lazović,1224035540
Vladimir Leposavić,1243518946
Stjepan Mitrov Ljubiša,1240189643
Stevan Lukačević,1245226568
Branko Lukovac,1190555971
Savić Marković Štedimlija,1245661005
Tarzan Milošević,1234111779
Iko Mirković,1245226569
Fuad Nimani,1242012404
Darko Pajović,1246942243
Vladimir Pavićević,1207040463
Jovan Pavlović (politician),1226935449
Andrija Popović,1245227218
Evgenije Popović,1243083065
Novica Radović,1242578375
Miloš Radulović (politician),1207823889
Nešo Šćepović,1245226578
Budimir Šegrt,1122440109
Sergej Sekulović,1183676446
Aleksandar Stijović,1243518923
Lazar Tomanović,1243083023
Lujo Vojnović,1246357379
Dejan Vukšić,1177292473
Abu Bakr Ibn Abi Zaid as-Slawi,1245183760
Mohamed Ali El Admi,1055102528
Mahjoubi Aherdane,1244052254
Ba Ahmed,1082884635
Moulay Ahmed Alaoui,1246012243
Abderrahmane Amalou,1249089950
Saaïd Amzazi,1249054415
Abdessamad Archane,1245185308
Mustapha Bakkoury,1155781381
Ahmed Balafrej,1244050839
Abdelouahed Belkeziz,1244051993
Moncef Belkhayat,1244680788
Mehdi Ben Barka,1250624406
Mohamed Benchaaboun,1245188693
Hakim Benchamach,1244051294
Ahmed Benjelloun,1245188391
Omar Benjelloun,1245187417
Fadel Benyaich,1245186940
Driss Benzekri (activist),1244051602
Abderrahim Bouabid,1246010673
M'hamed Boucetta,1243831971
Nasser Bourita,1243832858
Abdelghani Bousta,1243833677
Abdelhadi Boutaleb,1245185566
Brahim Boutaleb,1243832092
Miloud Chaabi,1246871230
Mohamed Haddou Chiguer,1243832439
Rochdi Chraibi,1245329843
Mohammed al-Hajj ibn Mohammed al-Dila'i,1250398472
Anas Doukkali,1245329508
Khalihenna Ould Errachid,1215616785
Mohamed El Fassi,1190167672
Ahmed al-Hiba,1241880564
Ahmed ibn Abi Mahalli,1224487470
Abdellatif Jouahri,1246185063
Mohammed Kabbaj,1246358836
Abdelhafid Kadiri,1243832532
Abdellah Kadiri,1246403569
Muhammad al-Kattani,1246285307
Khanatha bint Bakkar,1249128711
Mohand Laenser,1244052275
Mohammed Karim Lamrani,1243832238
Azzeddine Laraki,1246571939
Mohammed VI of Morocco,1250284323
Abdelkrim Motii,1245329075
Khalid Naciri,1244051184
Mohammed al-Makki al-Nasiri,1245184093
Zoulikha Nasri,1245185105
Abdelaziz El Omari,1168135452
Ilyas El Omari,1244051318
Abdellatif Ouahbi,1244051321
Chafik Rachadi,1243833613
Abdelwahed Radi,1244843050
Mohammed Sajid (politician),1245188824
Sidi al-Ayachi,1245187768
Sidi Hamdi Ould Errachid,1244051074
Fathallah Sijilmassi,1245187124
Mohammed Allal Sinaceur,1243832655
Mohamed Hassan Ouazzani,1245328779
Nasser Zefzafi,1249091080
Abdellatif Zeroual,1244051612
Mohammed Ziane,1245328571
Yassir Znagui,1244051523
Brahim Zniber,1250235910
Mário Albino,1042139227
Carlos Cardoso (journalist),1249355860
Afonso Dhlakama,1240532685
Helder Francisco Malauene,1065685422
Janet Mondlane,1246373216
Nyeleti Brooke Mondlane,1226211423
Basilio Muhate,1246373223
Murade Isaac Murargy,1041131952
Antonio Augusto Eduardo Namburete,1232941744
Tomaz Salomão,1246373248
Marcelino dos Santos,1246373256
Stella da Graça Pinto Novo Zeca,1070241018
Ben Africa,1222863168
Hendrina Afrikaner,1154144271
Jager Afrikaner,1229945721
Klaas Afrikaner,1246430439
Duminga Ndala,1217984989
Esme Sophia Isaack,1237419382
Dap Izaaks,1194709273
Gottlob Mbaukua,1214738217
John McNab,1209744541
Maxie Minnaar,1105191855
Nehale Mpingana,1171515390
Manasse ǃNoreseb,1015106908
Abner Nuule,1188297660
Anna Shiweda,1234683725
Thimoteus Tjamuaha,1214738431
Erastus Tjejamba,1214738394
Cornelius van Wyk,1077993801
Eben van Zijl,1203276921
Chet Narayan Acharya,1240717301
Sheikh Abul Kalam Azad (Nepali politician),1246987820
Surya Bahadur KC,1236558469
Mohan Baral,1174999517
Gopal Kumar Basnet,1189925024
Dhokal Singh Basnyat,1223085375
Chakra Prasad Bastola,1248275701
Bedraj Singh,1239549671
Ghanashyam Bhandari,1241303409
Bhim Bahadur Bhandari,1232672287
Mahendra Bahadur Bista,1240109611
Narayan Prasad Dahal,1241634031
Gagan Singh Bhandari,1223075157
Rajendra Laxmi Gaire,1189923087
Harka Gurung,1243223649
Ram Chandra Jha,1211204880
Jhalak Bahadur Magar,1241302999
Prem Bahadur Kansakar,1206443756
Ek Raj Karki,1241622160
Ratneshwar Lal Kayastha,1130432472
Rajanra KC,1160122772
Bishal Khadka,1210988854
Devi Khadka,1243242828
Yadunath Khanal,1229751756
Gore Bahadur Khapangi,1220894158
Koili Devi Chaudhary,1229219802
Krishna Kumar B.C.,1152130342
Chiri Babu Maharjan,1225880924
Gajraj Mishra,1162142104
Nani Maiya Dahal,1241969646
Pande family,1245985625
Ganesh Pandey,1229387790
Leela Mani Paudyal,1237921754
Khadga Bahadur Pokharel,1153778069
Krishna Chandra Nepali Pokharel,1239991520
Bidhyanath Pokhrel,1249925702
Vrajanath Poudyal,1230206658
Prakash Bahadur Deuba,1151772869
Radhika Tamang,1183662898
Laxman Rajbanshi,1092220542
Dhir Shumsher Rana,1236923553
Diamond Shumsher Rana,1213647742
Sanjay Kumar Mahato,1238726493
Bam Shah,1247940215
Bishnu Pratap Shah,1230592998
Santoshi Shahi,1241303141
Shukraraj Shastri,1246626604
Sonam Gyalchhen Sherpa,1095759552
Sanu Siva,1232670643
Bhuwan Bahadur Sunar,1095758222
Surya Raj Acharya,1159727043
Thapa dynasty,1241023946
Ranabir Singh Thapa,1236926304
Goma Devi Timilsina,1151619454
Yagya Raj Joshi,1240516482
Dharma Ratna Yami,1236294046
Guillermo Arce Castaño,1112499974
Oscar Danilo Blandón,1228542724
José Francisco Cardenal,1017388553
Pedro Joaquín Chamorro Barrios,1235600173
Juan Sebastián Chamorro,1240734860
Edipcia Dubón,1230517724
Juan Espinosa (politician),1229957977
Luis Fley,1241795833
George Henriquez,1235950449
Antonio Lacayo,1238496892
Miguel Larreynaga,1229927077
Félix Maradiaga,1218371987
Nadeska Cuthbert,1231767190
Paul Oquist,1176191073
Guillermo Daniel Ortega Reyes,1216080109
Maximino Rodríguez Martínez,1163183225
Aliyu Sabi Abdullahi,1249042452
Mohammed Hassan Abdullahi,1182931622
Saidu Musa Abdullahi,1250601335
Shuaib Oba Abdulraheem,1246086159
AbdulRahman AbdulRazaq,1250092836
Julius Abure,1246413584
Joe Acha,1246220433
Stephen Makoji Achema,1176790138
Tajudeen Adeyemi Adefisoye,1127044782
Lateef Adegbite,1247122505
Busari Adelakun,1215434038
Adedeji Adeleke,1241186305
Adelere Adeyemi Oriolowo,1217429640
Akinwumi Adesina,1246502980
Samuel Adesina,1173870499
Stephen Adewale,1244660968
Malik Ado-Ibrahim,1225494111
Philip Agbese,1247028738
Michael Ajegbo,1144112517
Abiola Ajimobi,1243007525
Princess Pat Ajudua,1224579746
Kayode Ajulo,1250441949
Christopher Pere Ajuwa,1244830459
Janet Akinrinade,1191877008
Oloye Akin Alabi,1244486498
Timi Alaibe,1244807145
Tayo Alasoadura,1224409517
Alhaji Idi Farouk,1249041934
Ali Isa,1240307688
Zainab Abubakar Alman,1220763279
William Nwankwo Alo,1231515204
Temitope Aluko,1206822680
Akinwunmi Ambode,1246220569
Chima Anyaso,1126818356
Benjamin Anyene,1242620558
Patrick Asadu,1236133136
Dapo Folorunsho Asaju,1249147332
Tony Ene Asuquo,1246548727
Chris Ayebusiwa,1239442745
Yusuf Datti Baba-Ahmed,1242968401
Hafsat Mohammed Baba,1245241380
Jibrin Ndagi Baba,1250408724
Musa Babayo,1181607116
Enitan Badru,1212879104
Hadiza Bala Usman,1248013280
Kande Balarabe,1233724373
Abubakar Tafawa Balewa,1250135459
Michael Opeyemi Bamidele,1248817751
Richard Bamisile,1177423765
Adebayo Johnson Bankole,1200803605
Mohammed Barkindo,1243329720
Ajibola Basiru,1234051957
Sanusi Ado Bayero,1226682853
Dele Belgore,1190984573
Mohammed Bello-Koko,1234143023
Ahmadu Bello,1246222626
Babajimi Adegoke Benson,1246220576
