article,rev_id
Michalis Paraskevas,1115935468
Christos Patsalides,1227623663
Nicos A. Rolandis,1227623813
Benon Sevan,1233091293
Stefanos Stefanou,1214952087
Michael Zampelas,1215793256
Josef Barák,1226223919
Dagmar Burešová,1193622801
František Ringo Čech,1240795935
Jaroslav Chalupský,1117846787
Petr Cibulka,1210656703
Josef Šebestián Daubek,1187583083
Karel Domin,1233866042
Jaroslav Foldyna,1244076107
Vladimír Franz,1248620062
Josef Václav Frič,1221494976
Radola Gajda,1220980390
Julius Gregr,395521877
Tomáš Grulich,1248266864
Karel Havlík,1100828466
Vladimír Hučín,1123581664
Stanislav Huml,1235129120
Martin Jahn,1214958856
Antonín Janoušek,1241436446
Josef Ježek,1220213589
Ladislav Jirků,1121164966
Svatopluk Karásek,1174014061
"Wenzel Anton, Prince of Kaunitz-Rietberg",1246396121
Philip Kinsky of Wchinitz and Tettau,1173967196
Bohuslav Kokotek,1153657412
Jiří Kopal,1229089252
Jan Krejčí,1133055905
Tomáš Kvapil,1180976983
Jan Lacina,1193596060
Lubomír Ledl,1189600825
Miroslav Lidinský,1226706928
Jiří Lobkowicz,1036408754
Jiří Löw,1241435562
Ivan Mašek,1174219428
Mikuláš of Hus,1243344552
Zdeněk Mraček,1106394242
Jana Nečasová,1238159043
Joseph Nekl,1218312060
Jiří Oberfalzer,1209099891
Roman Onderka,1185739645
Vladimír Oplt,1193837597
Mojmír Povolný,1191275971
Vladimír Príkazský,1130269382
Ondřej Přikryl,1225554044
Jozef Regec,1215884348
František Reichel,1174354877
Bedřich Reicin,1195019933
Richard Sacher,1240158146
Tomáš Eduard Šilinger,1164900220
Karel Sladkovský,1217162203
Karel Štogl,1139514275
Matěj Stropnický,1247626057
Jiří Svoboda (director),1225564389
Miroslav Tetter,1208274112
Tomáš Vandas,1243347736
Jiří Ventruba,1179850177
Jan Vrba (politician),1149096884
Stanislav Žalud,1186170185
Moussa Ali Abdoulkader,1237461240
Djama Ali Moussa,1242429887
Choukri Djibah,1210382017
Omar Farah Iltireh,1188245774
Daher Ahmed Farah,1227261426
Ahmed Goumane-Roble,1249145342
Halo Mohamed Ibrahim,1242619858
Barkat Gourad Hamadou,1245230730
Mahmoud Harbi,1244367159
Abdallah Barkat Ibrahim,1242619513
Mohamed Kamil,1227261336
Mahamoud Moustapha Daher,1242620013
Ahmed-Idriss Moussa,1227261395
Omar Osman Rabe,1192322872
Mohamed Warsama Ragueh,1180804922
President of the Dominican Republic,1246219040
Johnny Abbes,1237096837
José Rafael Abinader,1246218847
Yamil Abreu Navarro,1186292250
Roberto Álvarez Gil,1243351560
Casimiro Antonio Marte Familia,1246218553
Ramón Marrero Aristy,1196178615
José María Cabral y Báez,1246218215
José María Caminero,1249249650
Miguel Cocco,1225782262
Ramón Tapia Espinal,1146487630
Viriato Fiallo,1212880453
Franklin Franco,1145626271
José Gabriel García,1239572304
Rosa Gómez de Mejía,1246218785
Maximiliano Gómez,1130694664
Juan Isidro Jimenes Grullón,1244792376
Isabel Mayer,1246218881
Valentin Medrano Pérez,1243880685
Miguel Mejía (politician),957199596
Matías Ramón Mella,1246218102
Guillermo Moreno García,1203520512
Juan Vicente Moscoso,1245769154
José Ignacio Paliza,1246218251
Porfirio Andrés Bautista García,1246218772
Emilio Prud'Homme,1211467310
Ramón Antonio Ramírez,1223123873
Roberto Salcedo Sr.,993659584
Juan Sánchez Ramírez,1247189451
Francisco del Rosario Sánchez,1246219145
Julián Serulle,1225691930
Josefina Stubbs,1088363736
Jack Veneno,1246218392
Geovanny Vicente,1242935342
Abelardo Vicioso,1217485696
Elías Wessin y Wessin,1247954393
Jorge Radhamés Zorrilla Ozuna,1196364434
Aliança de Araújo,1200126483
Manuel Carrascalão,1209003568
Brigida Antónia Correia,1215933839
Isabel da Costa Ferreira,1246452294
Albina Marçal Freitas,1112274488
Ángela Freitas,1146093179
Justino Mota,1244598725
Olinda Morais,1009671491
Manuel Magalhaes de Oliveira,1195585917
Alfredo Pires,1242893918
Nino Konis Santana,1226226208
José Abílio Osório Soares,1244452248
João da Costa Tavares,1171957107
Mário Viegas Carrascalão,1245418200
Maria Terezinha Viegas,1235479870
Luzmila Abad,1244503818
Julio Martinez Acosta,1197437642
Carlos Arizaga Toral,1209006227
Aurora Estrada y Ayala,1216930716
Fernando Balda,1228185867
María Sol Corral,1244050054
Jaime Durán Barba,1247684886
Xavier Enderica,1231714844
Isabel Enriquez,1244754119
Ibeth Estupiñán,1197438913
Guillermo Franco (Ecuadorian general),1217991983
Galo Lara,1227282963
Andrea González Náder,1237644052
Pablo Guerrero Martinez,1197438720
Agustín Intriago,1246861962
Jaminton Intriago,1248108232
Roberto Izurieta,1247633454
Marcel Jacobo Laniado de Wind,1244463510
Luis A. Martínez,1230753198
Pedro Moncayo,1220668792
Mayra Montaño,1231714830
Fabrizio Moreira,1216179522
Diego Morejón,1203541349
Catalina Ontaneda,1235477428
Johanna Ortiz,1197439260
Mónica Palencia,1246133526
Ismael Pérez Pazmiño,1246458509
Filoteo Samaniego,1228185877
Gabriela Sommerfeld,1225405935
Arianna Tanca,1225861640
Alfredo Vera Vera,1225834159
Paola Vintimilla,1215715521
Mariana Yumbay,1244174358
Ahmad Pasha al-Munkali,1216528648
Ahmed Issa (Egyptian politician),1212669631
Hamdi al-Sayyid,1214462628
Mohsen Badawi,1226333719
Abdelfattah al-Banna,1221423218
Joseph Cattaui,1250093996
Khaled Dawoud,1238466466
Nabil Dibis,1169476396
Ahmed Emad El-Din Radi,1190632866
Sameh Seif El-Yazal,1179919329
Ibrahim El-Gohary,1221932048
Mamdouh Habib,1245969900
Rafik Habib,1112390859
Hisham Amna,1161616362
Mohamed Ismail,1214429734
Khaled Aly el-Bakly,1221811539
Mostafa Madbouly,1248662813
Mahmoud Ahmad Ibiary,1183781331
Mahmoud Esmat,1164899761
Mona Makram-Ebeid,1184351418
Gawdat al-Malt,1197821084
Ahmad Mazlum,1204273685
George Messiha,1065964569
Mohamed Maait,1232708705
Mostafa Alnagar,1232632742
Omar Marwan,1232585318
Qatawi family,1231696068
Diaa Rashwan,1236697683
Talaat Sadat,1203826601
Soares family,1249966412
Soha Gendi,1221811571
Youssef Zulficar Pasha,1241283836
Abdullah Omran Taryam,1198632236
Ahmed bin Mohammed Al Maktoum,1233798238
Mohamed bin Hadi Al Hussaini,1244074611
Hassan al Diqqi,1197455262
Ahmed bin Rashid Al Maktoum,1233797941
Ahmed bin Saeed Al Maktoum,1248018288
Mohammed bin Khalifa Al Maktoum,1174785297
Saeed bin Maktoum bin Hasher Al Maktoum,1235793193
Hawaa Al Mansoori,1234875531
Mohammed bin Saud Al Qasimi,1222566472
Hamed bin Zayed Al Nahyan,1244999389
Khaled bin Mohamed Al Nahyan,1249535350
Mohammed bin Khalifa bin Zayed Al Nahyan,1177986904
Mohamed bin Zayed Al Nahyan,1250270732
Saeed bin Zayed Al Nahyan,1177986909
Saqr bin Zayed Al Nahyan,1199874821
Shakhbut bin Sultan Al Nahyan,1244331023
Mohammed Hussein Al Shaali,1224261260
Abdulaziz Nasser Al Shamsi,1249127813
Ahmad Al Tayer,1177332322
Vice President of the United Arab Emirates,1248662237
Felipe Hinestrosa Ikaka,1243089428
Manuel Osa Nsue Nsua,1250303016
Ahmed Mohammed Nasser,1250125770
Ambaye Wolde Mariam,1210750106
Girma Asmerom,1245112869
Tedla Bairu,1192857899
Hamid Ferej,1191770131
Berhane Habtemariam,1222041277
Habtezion Hadgu,1250526937
Ibrahim Harun,1131754356
Abraha Kassa,1234388675
Abdulkadir Kebire,1239319423
Abraham Kidane,1145201600
Mohammed Saeed Nawed,1238224339
Ibrahim Omer,1225914040
Ali Radai,1135756082
Romodan Mohammed Nur,1238345049
Lehte Hainsalu,1241897171
Carl Robert Jakobson,1239944302
August Janson,1242168347
Elmar Järvesoo,1241971618
Harald Laksberg,1241969141
Jüri Liim,1242177191
Andi Meister,1219566686
Friedrich Niggol,1098878036
Andrei Prii,1241968483
Theodor Rõuk,1242178040
Toomas Sildmäe,1183340383
Heino Sisask,1241969242
Ants Tamme,1241849026
Kirill Teiter,1199847042
Georg Trašanov,1248969934
Atnafu Abate,1214761583
Abdirahman Eid Daahir,1233387219
Mohamed Abdulghani,1131726162
Abraham Tekeste,1224366851
Agegnehu Teshager,1242182622
Almayahu Haile,1162392075
Getachew Assefa,1238974408
Habtamu Ayalew Teshome,1246420960
Lake Ayalew,1219878989
Saharla Abdulahi Bahdon,1204248404
Juneidi Basha,1234533615
Binalf Andualem,1240260904
Mekdes Daba,1212557754
Darge Sahle Selassie,1242232622
Asrat Desta,1193968561
Ergoge Tesfaye,1237243972
Fitsum Assefa,1240230949
Demelash Gebremichael,1219872816
Alimirah Hanfare,1250176148
Mawlid Hayir,1079991048
Adem Ibrahim,1015964623
Kemal Hashi Mohamoud,1197960601
Kitaw Ejigu,1246978732
Lencho Letta,1234533713
Getahun Mekuria,1209709210
Melatework Hailu,1206836042
Mogus Wolde Mikael,1193968324
Adem Mohammed,1225860802
Jawar Mohammed,1234533731
Belete Molla,1199380443
Mulu Solomon,1188668236
Su'ad Ahmed Farah,1145175185
Tadesse Birru,1247092369
Frehiwot Tamiru,1246156753
Taye Atskeselassie,1250104755
Habtamu Tegegne,1209709278
Tekle Wolde Hawaryat,1243325381
Teklewold Atnafu,1244410095
Temesgen Tiruneh,1236566558
Tsegaye Mamo,1207573326
Andargachew Tsege,1192804898
Yilkal Kefale,1238897608
Sophia Yilma,1240741842
Erik Berg (politician),1175482820
Arthur Brofeldt,1172784623
Anders Chydenius,1237345246
Selim Ekbom,1238920235
Simon Ekpa,1249750092
Erik Fleming (councilor),1171255115
Klaus Fleming,1242155197
Timo Furuholm,1244928673
Jakob Gadolin,1194343032
Mikhail Fyodorovich Ganskau,1159662514
Carl Axel Gottlund,1241745255
Lars Gabriel von Haartman,1227056319
Ilkka Hakalehto,1106130121
Shawn Huff,1248783720
Max Jakobson,1164505452
Fritz Arthur Jusélius,1176811934
Aleksander von Kothen,1221166897
Paul Kraatz,1244843931
Antti Kuosmanen,1245068759
Carl Fabian Langenskiöld,1246601762
Reino Ragnar Lehto,1246163886
Keijo Liinamaa,1224595301
Olavi Mäenpää,1238920237
Nils Mustelin,1234849765
Johan Mauritz Nordenstam,1177200759
Jaakko Numminen,1223402940
Kirsi Piha,1011166320
Toivo Topias Pohjala,1166608674
Karl August Ramsay,1230788776
Elisabeth Rehn,1223402708
Matti Saarinen,1169424743
Georg Magnus Sprengtporten,1249237629
Jacob Magnus Sprengtporten,1235736355
Aleksander Strandman,1175875161
Christoffer Taxell,1223403006
Heikki Heikinpoika Vaanila,1229154312
Jaana Vasama,1242177029
Miranda Vuolasranta,1147171503
Nils Westermarck,1222041570
Anders Wirenius,1208137842
Konni Zilliacus (senior),1244155264
Pierre Baudis,1242210360
Jean-François Bazin,1249283885
Soheib Bencheikh,1247574563
Georges Berthoin,1242210523
Albert Bourderon,1242210573
Bureau de La Rivière,1186806947
Étienne-Laurent-Pierre Burnel,1242210968
Jean Capelle (politician),1242211055
Ignace Caseneuve,1242211094
Charles Cassal,1242211126
Eddy Casterman,1242211173
Jacques la Caze,1156612646
Jean Charbonnel,1242211337
Jean Auguste de Chastenet de Puységur,1242211402
Pierre-Jean-Baptiste Chaussard,1226291178
Henri Philippe de Chauvelin,1242211499
Denis Clavel,1242211544
Bruno Clavet,1244708767
Maurice Colrat,1143025717
Jean Cotereau,1204915513
Paul Cotte,1185924083
Michel Craplet,1087935075
Jacques Antoine Creuzé-Latouche,1208378471
Yves de Daruvar,1113513795
Sandra Delannoy,1235911333
Victor Denain,1200165043
Louis Grégoire Deschamps Destournelles,1146428534
Martial Borye Desrenaudes,1067855906
Nicolas du Bosc,1067934529
Guillaume du Tillot,1228954562
Théodore Ducos,1150936922
Édouard Dunglas,1235409307
Jules-François-Paul Fauris de Saint-Vincens,1190836759
Jacques Fournier (government official),1118405005
Jean Frydman,1244924499
Xavier de Fürst,1248011706
Charles Ganilh,1067808226
Agénor de Gasparin,1219133343
Joseph Matthias Gérard de Rayneval,1223968504
Charles Le Bègue de Germiny,1226239671
Roland Giberti,955452341
Brigitte Girardin,1208933505
Madeleine de Grandmaison,1245655403
Jean-Henry-Louis Greffulhe,1171320970
Alain Griset,1177914220
Odette Grzegrzulka,1104771590
Guillaume IV de Melun,1067877319
Joseph-Ignace Guillotin,1236960439
Joseph Guinard,1226313448
Maurice d'Hartoy,995050241
Guy Hascoët,1211160728
Paul Hay du Chastelet,1234583273
Georges Humann,1082744637
Philippe Hurault de Cheverny,1243544132
Jean Louvet (politician),1242210736
Étienne de La Grange,1067940807
Guillaume-Xavier Labbey de Pompières,1123950119
Joachim Labrouche,1153276048
Chrétien François de Lamoignon de Basville,1243543068
Antoine-Adrien Lamourette,1245710505
Hyacinthe Gaëtan de Lannion,1164055828
Louis Lareng,1172945590
Hippolyte Laroche,1239515352
Jean Le Mercier,1242753649
Julien Leonardelli,1244346386
Charles Luca,1056918597
Jacques-Antoine Manuel,1214329727
Jacques Marquet de Montbreton de Norvins,1226330852
Henri Martin (winemaker),1237299772
Philippe Massoni,1234574618
Jean Mattéoli,1232840219
Charlemagne de Maupas,1058537657
Jeanne Mélin,1212292139
Paul Mentré,1195582162
Dominique Meyer,1228711565
Joseph François Augustin Monneron,1233379299
Gérard Montassier,1224351881
Guillaume-Isidore Baron de Montbel,1011997346
Bernard Morel (economist),1133063202
Alex Moscovitch,1189789885
Bernard Mourad,1234045540
Ilham Moussaïd,1179014867
Albert Ollivier,1242209715
Érik Orsenna,1242209759
Joseph Ostermann,1242209654
Louis Pailhas,1153278086
Philippe Paolantoni,1204714650
Alexandre Parodi,1240170365
Hélène Pelosse,1244217829
Gilles Pennelle,1244346827
François-Xavier de Peretti,1227759150
Joseph Périer,1182278156
Victor Perret,1014506148
Marc Perrin de Brichambaut,1243149451
Marcel Petiot,1238343251
Henri Peyroux de la Coudrenière,1227330329
"Louis Phélypeaux, comte de Saint-Florentin",1174304784
"Louis Phélypeaux, Marquis of La Vrillière",1242496790
"Louis Phélypeaux, Seigneur of La Vrillière",1217063771
Pierre Ferri-Pisani,1214518208
Ernest Pinard,1097917556
Antoine Portail,1034304794
Michel Pouzol,1050936152
Rodolphe Prager,1083697354
Gabriel Puaux,1242249386
"Jean-Pierre Casimir de Marcassus, Baron de Puymaurin",1237402258
Jean-Marie Rausch,1240169046
Marie Roch Louis Reybaud,1242211689
René Ribière,1226476376
Antoine Richard du Cantal,1223238225
Marthe Richard,1246003128
Joseph Romain-Desfossés,1144306675
Claude Taleb,1190063231
François-Alexandre Tardiveau,1186831209
Jean Tavernier,1238919580
François Auguste de Thou,1138918376
Charles de Varigny,1242210186
Gaston Vidal,1242210222
Jean-Paul-Alban Villeneuve-Barcement,1242210246
Mathurin Anghiley,1177650175
Anguilè Ré-Dowé,1242381206
Jean-Hilaire Aubame,1239996953
Ida Reteno Assonouet,1152970577
Lee White (conservationist),1186832805
Amie Bojang-Sissoho,1237362851
Abdoulie Bojang,1233734473
Buba Samura,1244830184
Mai Fatty,1151066074
Modou Bamba Gaye,1151065994
Amadou Scattred Janneh,1214288012
Fabakary Jatta,1248653384
Dawda Jawara,1248194414
Joseph Henry Joof,1243508400
Ajaaratou Satang Jow,1175733791
Kunda Kamara,1244830178
Fatou Sanyang Kinteh,1247250306
Muhammed Magassy,1151065996
Alieu Badara Njie,1249462265
Momodou Sabally,1243625627
Lamin Saine,1137915624
Pap Cheyassin Secka,1247083871
Alieu Badara Saja Taal,1247050844
Werner E. Ablaß,1242018201
Shqiprim Arifi,1245996635
Lena Arnoldt,1228301192
Rudolf Bahro,1246514462
Otto Ballerstedt,1189113633
Bruno Baum,1245092447
Karl Theodor Bayrhoffer,1137678089
Otto Beck,1226154964
Gerhard Besier,1248500772
Georg von Blumenthal,1243051498
Johann Christian von Boyneburg,1249921858
Torben Braga,1248547868
Ignatz Bubis,1191575496
Wolf-Michael Catenhusen,1239972537
John Ehret,1237258272
Dieter Engels,1165387534
Christian Wilhelm Karl Ewald,1226174343
Christian August von Eyben,1150862730
Georg Fein,1222221753
Heinrich Fleißner,1069865479
Winfried Fockenberg,1225418442
Friedrich Johannes Frommann,1093387022
Paul Fugger von Kirchberg und Weißenhorn,1226181306
Günter Gaus,1246337794
Friedrich von Gentz,1248790750
Carl Heinrich Wilhelm Hagen,1226188291
Gert Haller,1068252041
Ludwig Hassenpflug,1226116184
Hermann Heller (legal scholar),1244979496
Jakob Heller,1154908966
Ernst Henrici,1239894377
Rudolf Hilf,1065378015
Joseph Hillebrand,1220777049
Franka Hitzing,1228300948
Herwart von Hohenburg,1247120291
"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",1244334799
Friedrich von Holstein,1234065530
Martin Horn (politician),1143929714
Christoph Ernst von Houwald,1241312980
Bernd Hüttemann,1230379647
Emilie Kiep-Altenloh,1161356025
Johann Ludwig Klüber,1242565581
Werner Knieper,1188787560
Caio Koch-Weser,1215567546
Tobias Köck,1222073597
Francis Kruse,1226779277
Gottlob Johann Christian Kunth,1233135330
Dieter Kunzelmann,1231353179
Marianne Laqueur,1241574430
Charles Lavy,1226204581
Karl Ledderhose,1240898056
Felix Lichnowsky,1226205451
Moriz Lieber,1222045087
Ludwig von Lützow (politician),1239513332
Carl Otto von Madai,1240634849
Armin Mohler,1245358961
Max Montgelas,1226211497
Wolfgang Müller von Königswinter,1223428429
Joseph Musiol,1173064538
Theodor Olshausen,1242256661
Dietrich Heinrich Ludwig von Ompteda,1242565618
Max von Oppenheim,1240981396
Christian Theodor Overbeck,1240259800
Hans Paasche,1240891443
Walter von Saint Paul-Illaire,1227931073
Friedrich-Carl Peus,1240004651
H. Busso Peus,1240004707
Franz Seraph von Pfistermeister,1231553705
Adolf Pilar von Pilchau,1237840723
Gunter Pleuger,1104322145
Johan Rantzau,1240776519
Prince Richard of Hesse,1240804152
Nela Riehl,1242962207
Moritz Rittinghausen,1144503312
Hermann Schäfer,1221143754
Mike Schubert,1210860457
Eduard von Schele zu Schelenburg,1231553871
Paul Schiemann,1234101505
Ernst Wilhelm von Schlabrendorf,1001280832
Friedrich Gustav Carl Ulrich Franz von Schnehen,971361950
"Joachim, Count of Schönburg-Glauchau",1235919925
Peter Schott,1158805969
"Adam, Count of Schwarzenberg",1243650424
Veit Ludwig von Seckendorff,1228470873
Paul Spiegel,1249590782
Ashok-Alexander Sridharan,1177480035
Gerhard Stahl,1237391547
Karl von Starck,1236241537
Henry Ernest of Stolberg-Wernigerode,1230350617
Anna Strohsahl,1235511227
Bertram von Sturm,1146695614
Heinrich Sudermann,1226369269
Wolfgang Templin,1233839679
Stanislaw Trabalski,1238513656
Adelheid Tröscher,1222297199
Heinrich Voelter,1130505690
Heinrich Alois von Reigersberg,1228879346
Curt Wach,1227609154
Ruth Weckenmann,1243240587
Hellmuth Weiss,1244017494
Hugo Wesendonck,1226378603
Ludwig Georg Winter,1062661561
Hermann Wittich,1226380770
Agyen Kokobo,1187316535
J. Nee Amahtey Hyde,1244174684
Ofusu Kwabi,1103370473
Sefis Anastasakos,1232348830
Despina Chatzivassiliou-Tsovilis,1246159519
Sofoklis Avraam Choudaverdoglou-Theodotos,1232322281
Christos Daralexis,1083450519
Alcibiades Diamandi,1225731455
Ioannis Dimopoulos,1119564390
Georgios Drys,1205444933
Georgios Exintaris,1122203734
Antonis Fosteridis,1226111002
Asimakis Fotilas,1238412906
Spyridon Galinos,1177420715
Ioannis Gryparis (1848-1922),1118204026
Theophilos Kamberidis,1204621612
Stavros Karampelas,1164966747
Giorgos Katiforis,1221278854
Matthaios Kofidis,1216081687
Georgios Kourtoglou,1161584075
Failos Kranidiotis,1156045704
Eustathios Lagakos,1118204107
Alexis Liatis,1118203952
Nikolaos Makris,1163124965
Ioannis Malachias,1232322174
Ismail Molla,1243379211
Yannis Moralis (politician),1243618134
Traianos Nallis,1247683483
Theodoros Negris,1248921819
Nikos Kosis,1173589571
Alketas Panagoulias,1247604735
Yiannis Papadimitriou,1225990254
Fotis Perlikos,1242765206
Anni Podimata,1157530218
Avraham Rakanti,1226946571
Haris Romas,1247440581
Georgios Romeos,1240228353
Vassilis Rotas,1220371513
Neoklis Sarris,1179418320
Simos Simopoulos,1211043784
Sokratis Famellos,1246982301
Ioannis Soutsos,1118204096
Fotini Dekazou Stefanopoulou,1188372971
Vasilis Stigkas,1244105942
Georgios Tertsetis,1234384469
Giannis Theonas,1194465925
Theofanis Tombras,1158045142
Eugenia Tsoumani-Spentza,1232437700
Nikolaos Tsourouktsoglou,1246424186
Spyridon Valettas,1223108932
Nikitas Venizelos,1231258246
Anestis Vlahos,1249587277
Christos Xanthopoulos-Palamas,1118204132
Konstantinos Zografos,1118203914
Spiros Zournatzis,1189128481
Francis Alexis,1242252016
Leo Cato,1133912529
Aldana Sandoval,1016735357
Roberto Arzú,1228262014
José Alejandro de Aycinena,1231096508
Juan José de Aycinena y Piñol,1228261278
Mariano de Aycinena y Piñol,1242284183
José Francisco Barrundia,1227213476
Luis Batres Juarros,1231590847
José Batres Montúfar,1222957267
Mariano Beltranena y Llano,1228325819
Pedro Brolo,1228345888
Ricardo Bueso,1145140846
Harold Caballeros,1230133462
Jafeth Cabrera,1195917199
Carlos Castillo Medrano,1015536139
Edwin Escobar Hill,1102909542
Estuardo Galdámez,1177403953
Jorge García Granados,1220742353
Joaquín Méndez,1188598687
José Milla y Vidaurre,1217472460
Roberto Molina Barreto,1244829604
Pedro Molina Mazariegos,1249577124
Luis Francisco Ortega Menaldo,1241053119
Manuel Francisco Pavón Aycinena,1235527107
Carlos Pineda (politician),1225818991
Mariano Rivera Paz,1238485439
Máximo Santa Cruz,1180481554
Eduardo Stein,1228343915
Manuel Villacorta,1220669085
Thierno Aliou,1025501033
Ibrahima Kaba Bah,1189714237
Mahmoud Bah,1179963758
Mamadou Boye Bah,1241621063
Fodé Bangoura,1242679828
Karim Bangoura,1178323740
Barry III,1157234813
Alpha Oumar Barry,1171242393
Édouard Benjamin,1234308934
Amadou Damaro Camara,1138773088
Sekou Benna Camara,1214405631
Sény Camara,1231187957
Moussa Diakité (politician),1214352187
Boubacar Yacine Diallo,1226298707
Mamadou Pathé Diallo,1243645294
Yacine Diallo,1157228808
Lansana Diané,1063277893
Guillaume Hawing,1231993438
Mory Sinkoun Kaba,1169321796
Fodéba Keïta,1219849021
Sidiba Koulibaly,1233177790
Dansa Kourouma,1225689289
Dominique Kpoghomou,1231545434
Albert Liurette,1187822681
Achkar Marof,1172887309
Dinah Salifou,1230417967
Koutoub Moustapha Sano,1240195055
Mamba Sano,1186381012
Aissata Mariama Soumah,1226483955
Ibrahima Abé Sylla,1230984048
Diallo Telli,1178513406
Almamy Ahmadou of Timbo,1213635496
Facinet Touré,1190559256
Fode Mamadou Touré,1177650762
Ismaël Touré,1246469917
Antony Beaujon,1129731289
Stephen Campbell,1231770164
John Carter (ambassador),1242807439
Nigel Dharamlall,1245162145
Roy Fredericks,1225354614
Rahman Baccus Gajraj,1242807387
Winifred Gaskin,1215776481
Joseph Harmon,1233268491
Rashleigh Jackson,1170739829
Manzoor Nadir,1242176652
Ubraj Narine,1211442079
Robert Persaud,1190122265
Jane Phillips-Gay,1189968275
Barton Scotland,1222160201
C. N. Sharma,1219573961
A. R. F. Webber,1156355955
Robert Victor Evan Wong,1224213889
President of Haiti,1247861822
Georges Anglade,1246159936
Paul Arcelin,1248663780
Fritz Bélizaire,1250252849
Rosalvo Bobo,1221928174
Michel Patrick Boisvert,1242253141
Jean-Fernand Brierre,1215401761
Luckner Cambronne,1242496812
Rony Célestin,1127705961
Massillon Coicou,1248295740
Oswald Durand,1241151320
Gérard Gourgue,1105537507
Fernand Hibbert,1144570454
Jean-Chrisostôme Imbert,1071832914
Joseph Mécène Jean-Louis,1176875041
Jean Julme,1161799415
Joseph Lambert (Haitian politician),1246577456
Evans Lescouflair,1206969587
Lorimer Denis,1189706771
Robert Manuel (politician),1244197773
Frédéric Marcelin,1190558665
Alix Mathon,1099843841
Solon Ménos,1244094860
André Michel (lawyer),1173706360
Jean-Baptiste Mills,1234699497
Jean-Louis Annecy,1232824556
Jules Solime Milscent,1244840590
Jovenel Moïse,1248975727
Émile Nau,1244094728
Septimus Rameau,1244094811
Jacques Roumain,1243382687
Philippe Thoby-Marcelin,1189492499
Pompée Valentin Vastey,1221102733
Gary Victor,1224935116
Yolani Batres,1184919604
Aníbal Delgado Fiallos,1173755289
Carlos Escaleras,1250417536
Miguel Andonie Fernández,1219318782
Carlos Zúñiga Figueroa,1196013744
Renato Florentino,1243219659
Ángel G. Hernández,1247545730
Justo Herrera,1227062098
José Jeronimo Zelaya,1122819804
José María Martinez Salinas,1104275868
Salvador Nasralla,1250265293
Joaquín Rivera,1225451471
Agapito Robleda Castro,1183485100
Marlon Tábora Muñoz,1127474919
Carlos Urbizo,1093553119
José Cecilio del Valle,1241979774
Aladár Andrássy,1029640359
György Andrássy,1225123124
Károly Andrássy,1226148197
Tamás Bakócz,1226127936
Franz Anton Basch,1217589862
Stephen VII Báthory,1210205888
Balthasar Báthory,1030716598
Stephen III Báthory,1226128145
Stephen V Báthory,1236501380
Dávid Bélaváry,1189139711
Elek Benedek,1212561738
Márton Berzeviczy,1218731042
Farkas Bethlen,1221961669
János Bethlen,1198918159
Zoltán Böszörmény,1181454060
Giovanni de Ciotta,1222150298
Mihály Csáky,1245851485
Zoltán Cséfalvay,1177400698
Dénes Farkas,1120590347
Emil Dessewffy,1217438745
John Drágfi,1247456996
György Ekrem-Kemál,1194939369
László Endre,1226809980
Ferenc Esterházy (1715–1785),1221058943
János Nepomuk Farkas,1120590142
József Farkas (politician),1171333227
András Fáy,1227415124
Lajos Fodor,1214416146
Péter Fülöp,1147889438
János Fuzik,1171871582
János Ghyczy,1051406176
Miksa Hadik,1017820647
Ottó Herman,1226641724
József Hertelendy (1833–1891),1228990168
Sándor Hollán Jr.,1153429385
Sándor Hollán Sr.,1249029861
István Horthy,1248580671
Miklós Horthy Jr.,1248262096
Gábor Hraskó,1163342472
László Hunyady de Kéthely,1111996748
János Imreffy,1171540302
Győző Istóczy,1187741965
Miklós Istvánffy,1237567100
Oszkár Jászi,1233767745
Sándor Józan,898985019
Mihály Káthay,1081132162
Gyula Kautz,1204304297
István Kendi,942771137
Sándor Kendi,1081132167
Ferenc Kölcsey,1226650554
Orbán Kolompár,1246289515
Juraj Košút,1228957061
Gergely Kovács (politician),1249056066
Farkas Kovacsóczy,1081132142
István Kovacsóczy,1089406791
Nicholas Kove,1249071898
George Lichtenstein (musician),1248033733
György Magyar,1181058820
Géza Malasits,1246089316
Ernő Mesterházy,1164628746
Mihály Mikes (politician),1089407038
Mihály Mikes (soldier),935489367
Andrea Ossoinack,1230614310
Luigi Ossoinack,1182731594
Dénes Pázmándy (1848–1936),1218562138
János Petki,998207348
János Petrán,1146539675
János Radványi,1045602198
Andor Schmuck,1249914090
Iván Skerlecz,1249314157
László Sombori,1180244988
László Szalay,1218413935
György Szapáry,1218499041
Réka Szemerkényi,1121161249
Lajos Szikszai,1212248638
Pál Szinyei Merse,1218041682
Géza Szőcs,1194943342
Béla Szombati,1008352289
Mihály Teleki,1193643268
Kálmán Thaly,1192211234
György Thurzó,1213588389
Tibor Farkas,1175892177
Vilmos Vályi-Nagy,1220817543
Gusztáv Vizsolyi,1213680658
Béla Vörösmarty,1187030749
Paul Wittich (politician),1153429446
Pusapati Aditi Vijayalakshmi,1237546774
"Ajay Kumar Singh (Bihar politician, Indian National Congress)",1238401101
Ajendra Singh Lodhi,1232095812
Ajoy Edwards,1249079014
Syed Faisal Ali,1244232481
Oorvasi S. Amirtharaj,1230951133
Aithabathula Anandarao,1241440166
Arjun Singh Bamniya,1242619180
